Zip,City,State,Latitude,Longitude,geopoint,Demand,DC_Candidate
28031,Cornelius,NC,35.477583,-80.8924,"35.477583,-80.8924",4136,0
37115,Madison,TN,36.264069,-86.70566,"36.264069,-86.70566",6237,0
12205,Albany,NY,42.713328,-73.8179,"42.713328,-73.8179",6177,1
97058,The Dalles,OR,45.594257,-121.18944,"45.594257,-121.18944",6257,0
17050,Mechanicsburg,PA,40.249543,-77.002296,"40.249543,-77.002296",5392,0
82901,Rock Springs,WY,41.594542,-109.16304,"41.594542,-109.16304",6339,0
70072,Marrero,LA,29.869283,-90.10933,"29.869283,-90.10933",5400,0
15122,West Mifflin,PA,40.366177,-79.89418,"40.366177,-79.89418",7419,0
29212,Columbia,SC,34.075611,-81.17611,"34.075611,-81.17611",4168,0
89086,North Las Vegas,NV,36.28094,-115.132695,"36.28094,-115.132695",5908,0
92592,Temecula,CA,33.495343,-117.07657,"33.495343,-117.07657",6852,0
37814,Morristown,TN,36.225565,-83.30799,"36.225565,-83.30799",4176,1
44053,Lorain,OH,41.431875,-82.20658,"41.431875,-82.20658",5561,0
34668,Port Richey,FL,28.30073,-82.69698,"28.30073,-82.69698",4323,0
32308,Tallahassee,FL,30.531677,-84.16049,"30.531677,-84.16049",7943,0
48235,Detroit,MI,42.427636,-83.19547,"42.427636,-83.19547",4508,0
75231,Dallas,TX,32.874317,-96.74764,"32.874317,-96.74764",6851,0
61615,Peoria,IL,40.764368,-89.6448,"40.764368,-89.6448",7186,0
94533,Fairfield,CA,38.269582,-122.03701,"38.269582,-122.03701",5822,0
62650,Jacksonville,IL,39.730234,-90.22941,"39.730234,-90.22941",5053,0
08060,Mount Holly,NJ,39.991562,-74.79747,"39.991562,-74.79747",5777,0
28792,Hendersonville,NC,35.353837,-82.41625,"35.353837,-82.41625",7361,0
75044,Garland,TX,32.960375,-96.66188,"32.960375,-96.66188",4146,0
11385,Ridgewood,NY,40.703069,-73.89285,"40.703069,-73.89285",5297,0
11772,Patchogue,NY,40.770898,-73.00213,"40.770898,-73.00213",4221,0
91803,Alhambra,CA,34.072959,-118.1462,"34.072959,-118.1462",6388,0
44119,Cleveland,OH,41.586749,-81.54584,"41.586749,-81.54584",4509,0
20194,Reston,VA,38.977362,-77.34658,"38.977362,-77.34658",6562,0
85035,Phoenix,AZ,33.472492,-112.1875,"33.472492,-112.1875",6117,0
95630,Folsom,CA,38.672127,-121.15783,"38.672127,-121.15783",5381,0
47933,Crawfordsville,IN,40.034554,-86.89143,"40.034554,-86.89143",4908,0
80214,Denver,CO,39.745526,-105.06251,"39.745526,-105.06251",4556,0
17970,Saint Clair,PA,40.718586,-76.19111,"40.718586,-76.19111",4885,0
33331,Fort Lauderdale,FL,26.056111,-80.36373,"26.056111,-80.36373",6813,0
33401,West Palm Beach,FL,26.711192,-80.06043,"26.711192,-80.06043",5346,0
06489,Southington,CT,41.612298,-72.87103,"41.612298,-72.87103",7695,0
28056,Gastonia,NC,35.229565,-81.12847,"35.229565,-81.12847",6139,0
37076,Hermitage,TN,36.180507,-86.60111,"36.180507,-86.60111",7413,0
92562,Murrieta,CA,33.568617,-117.25264,"33.568617,-117.25264",4423,0
40258,Louisville,KY,38.141719,-85.86375,"38.141719,-85.86375",7623,0
30308,Atlanta,GA,33.771755,-84.38065,"33.771755,-84.38065",7734,0
33165,Miami,FL,25.734828,-80.3583,"25.734828,-80.3583",7486,0
03860,North Conway,NH,44.035684,-71.13084,"44.035684,-71.13084",7729,0
43230,Columbus,OH,40.039963,-82.87855,"40.039963,-82.87855",6758,0
35010,Alexander City,AL,32.903432,-85.92669,"32.903432,-85.92669",4967,0
32541,Destin,FL,30.391795,-86.4338,"30.391795,-86.4338",4274,0
19720,New Castle,DE,39.669219,-75.59003,"39.669219,-75.59003",4860,0
90303,Inglewood,CA,33.934164,-118.33255,"33.934164,-118.33255",6091,0
33881,Winter Haven,FL,28.051985,-81.72457,"28.051985,-81.72457",5107,0
36203,Anniston,AL,33.591301,-85.83571,"33.591301,-85.83571",4433,0
85339,Laveen,AZ,33.352795,-112.16752,"33.352795,-112.16752",4809,0
20877,Gaithersburg,MD,39.13975,-77.18568,"39.13975,-77.18568",6141,0
92056,Oceanside,CA,33.195354,-117.28232,"33.195354,-117.28232",5198,0
55121,Saint Paul,MN,44.844965,-93.14431,"44.844965,-93.14431",5429,0
93257,Porterville,CA,36.055121,-119.01595,"36.055121,-119.01595",4201,0
08210,Cape May Court House,NJ,39.081754,-74.83658,"39.081754,-74.83658",7929,0
14094,Lockport,NY,43.160857,-78.68756,"43.160857,-78.68756",6546,0
45324,Fairborn,OH,39.808909,-84.01972,"39.808909,-84.01972",6528,0
98374,Puyallup,WA,47.140045,-122.26012,"47.140045,-122.26012",6011,0
88240,Hobbs,NM,32.70778,-103.16616,"32.70778,-103.16616",4329,0
33177,Miami,FL,25.595983,-80.40234,"25.595983,-80.40234",7612,0
27215,Burlington,NC,36.072336,-79.4698,"36.072336,-79.4698",4209,0
38637,Horn Lake,MS,34.959171,-90.04093,"34.959171,-90.04093",6665,0
44870,Sandusky,OH,41.42646,-82.71083,"41.42646,-82.71083",5978,0
48864,Okemos,MI,42.702128,-84.41946,"42.702128,-84.41946",7968,0
19124,Philadelphia,PA,40.017362,-75.08769,"40.017362,-75.08769",7647,0
23111,Mechanicsville,VA,37.605641,-77.31536,"37.605641,-77.31536",5040,0
80012,Aurora,CO,39.698387,-104.83956,"39.698387,-104.83956",6154,1
34788,Leesburg,FL,28.857425,-81.7845,"28.857425,-81.7845",4164,0
19365,Parkesburg,PA,39.961094,-75.92047,"39.961094,-75.92047",4606,0
37040,Clarksville,TN,36.528448,-87.34142,"36.528448,-87.34142",7608,0
21157,Westminster,MD,39.563901,-76.98926,"39.563901,-76.98926",6676,0
07514,Paterson,NJ,40.923648,-74.14321,"40.923648,-74.14321",5215,0
29582,North Myrtle Beach,SC,33.823495,-78.67824,"33.823495,-78.67824",5219,0
30076,Roswell,GA,34.032532,-84.31774,"34.032532,-84.31774",5331,0
77573,League City,TX,29.502759,-95.08906,"29.502759,-95.08906",4136,0
92647,Huntington Beach,CA,33.725167,-118.00509,"33.725167,-118.00509",4952,0
19148,Philadelphia,PA,39.919812,-75.15803,"39.919812,-75.15803",4859,0
92630,Lake Forest,CA,33.640223,-117.69108,"33.640223,-117.69108",7165,0
60647,Chicago,IL,41.921126,-87.70085,"41.921126,-87.70085",5915,0
98011,Bothell,WA,47.751471,-122.20257,"47.751471,-122.20257",6798,0
92545,Hemet,CA,33.736743,-117.0217,"33.736743,-117.0217",5111,0
60061,Vernon Hills,IL,42.229856,-87.96779,"42.229856,-87.96779",4160,0
33311,Fort Lauderdale,FL,26.13883,-80.16865,"26.13883,-80.16865",6195,0
01301,Greenfield,MA,42.605524,-72.60098,"42.605524,-72.60098",4584,0
96080,Red Bluff,CA,40.183837,-122.24074,"40.183837,-122.24074",6503,0
97217,Portland,OR,45.574439,-122.68665,"45.574439,-122.68665",5111,0
30606,Athens,GA,33.945619,-83.41732,"33.945619,-83.41732",7085,0
34429,Crystal River,FL,28.872108,-82.5961,"28.872108,-82.5961",7386,0
94086,Sunnyvale,CA,37.378341,-122.02398,"37.378341,-122.02398",5617,0
95035,Milpitas,CA,37.436451,-121.89438,"37.436451,-121.89438",5144,0
02842,Middletown,RI,41.511739,-71.28658,"41.511739,-71.28658",5908,0
72501,Batesville,AR,35.78108,-91.63835,"35.78108,-91.63835",6999,1
28083,Kannapolis,NC,35.492989,-80.60293,"35.492989,-80.60293",6880,0
97526,Grants Pass,OR,42.4631,-123.33162,"42.4631,-123.33162",6763,0
06854,Norwalk,CT,41.092196,-73.42869,"41.092196,-73.42869",4732,0
03103,Manchester,NH,42.967684,-71.44828,"42.967684,-71.44828",4932,0
01035,Hadley,MA,42.35549,-72.5733,"42.35549,-72.5733",4281,0
43701,Zanesville,OH,39.949377,-82.00492,"39.949377,-82.00492",4800,0
54016,Hudson,WI,44.978518,-92.71996,"44.978518,-92.71996",7498,1
45040,Mason,OH,39.344258,-84.3152,"39.344258,-84.3152",7854,0
30043,Lawrenceville,GA,34.001159,-84.01487,"34.001159,-84.01487",4470,0
02919,Johnston,RI,41.825131999999996,-71.49468,"41.825132,-71.49468",5308,0
84088,West Jordan,UT,40.594222,-111.97889,"40.594222,-111.97889",7348,0
99701,Fairbanks,AK,64.83507,-147.72045,"64.83507,-147.72045",7396,0
30041,Cumming,GA,34.201503,-84.09764,"34.201503,-84.09764",5558,0
75460,Paris,TX,33.660274,-95.55958,"33.660274,-95.55958",5251,0
48386,White Lake,MI,42.642431,-83.47193,"42.642431,-83.47193",6938,0
23188,Williamsburg,VA,37.322936,-76.75793,"37.322936,-76.75793",4595,0
01545,Shrewsbury,MA,42.286643,-71.72502,"42.286643,-71.72502",4647,0
10465,Bronx,NY,40.825727,-73.81752,"40.825727,-73.81752",4573,0
60164,Melrose Park,IL,41.91823,-87.89627,"41.91823,-87.89627",6701,0
49548,Grand Rapids,MI,42.868228,-85.66391,"42.868228,-85.66391",5541,0
58103,Fargo,ND,46.860864,-96.81602,"46.860864,-96.81602",4256,1
08837,Edison,NJ,40.529355,-74.33844,"40.529355,-74.33844",7208,0
10010,New York,NY,40.739022,-73.98205,"40.739022,-73.98205",7279,0
95842,Sacramento,CA,38.687718,-121.349,"38.687718,-121.349",6511,0
30529,Commerce,GA,34.210423,-83.46842,"34.210423,-83.46842",5163,0
30075,Roswell,GA,34.049789,-84.38539,"34.049789,-84.38539",5028,0
11420,South Ozone Park,NY,40.673138,-73.81443,"40.673138,-73.81443",6471,0
97330,Corvallis,OR,44.608694,-123.2752,"44.608694,-123.2752",4348,0
21046,Columbia,MD,39.175004,-76.85319,"39.175004,-76.85319",6989,1
32765,Oviedo,FL,28.656375,-81.21026,"28.656375,-81.21026",5306,0
33026,Hollywood,FL,26.0267,-80.29443,"26.0267,-80.29443",4586,0
77035,Houston,TX,29.654108,-95.47692,"29.654108,-95.47692",5844,0
77040,Houston,TX,29.878345,-95.53337,"29.878345,-95.53337",5006,0
77389,Spring,TX,30.10824,-95.51716,"30.10824,-95.51716",7505,0
94547,Hercules,CA,38.005122,-122.25784,"38.005122,-122.25784",7291,0
95050,Santa Clara,CA,37.347791,-121.95131,"37.347791,-121.95131",6867,0
21704,Frederick,MD,39.363415,-77.37849,"39.363415,-77.37849",4739,0
44515,Youngstown,OH,41.099008,-80.74545,"41.099008,-80.74545",4873,0
48101,Allen Park,MI,42.254788,-83.21027,"42.254788,-83.21027",4786,0
77087,Houston,TX,29.686579,-95.30386,"29.686579,-95.30386",7445,0
12550,Newburgh,NY,41.521593,-74.04072,"41.521593,-74.04072",5314,0
77598,Webster,TX,29.539581,-95.13467,"29.539581,-95.13467",7635,0
14625,Rochester,NY,43.143663,-77.51114,"43.143663,-77.51114",7742,0
32818,Orlando,FL,28.583103,-81.48608,"28.583103,-81.48608",4437,0
33912,Fort Myers,FL,26.501582,-81.82841,"26.501582,-81.82841",7898,0
07083,Union,NJ,40.695401,-74.26933,"40.695401,-74.26933",5847,0
06606,Bridgeport,CT,41.209496,-73.20771,"41.209496,-73.20771",5532,0
19610,Reading,PA,40.335023,-75.97099,"40.335023,-75.97099",5020,0
75052,Grand Prairie,TX,32.675604,-97.02346,"32.675604,-97.02346",6834,0
29720,Lancaster,SC,34.729073,-80.76005,"34.729073,-80.76005",4941,0
50702,Waterloo,IA,42.475886,-92.33578,"42.475886,-92.33578",6903,0
48334,Farmington,MI,42.5065,-83.35363,"42.5065,-83.35363",4449,0
60609,Chicago,IL,41.814283,-87.65282,"41.814283,-87.65282",7398,0
12304,Schenectady,NY,42.779026,-73.90507,"42.779026,-73.90507",5514,0
08081,Sicklerville,NJ,39.741385,-74.99035,"39.741385,-74.99035",7125,0
40220,Louisville,KY,38.214982,-85.62207,"38.214982,-85.62207",4816,0
92394,Victorville,CA,34.55965,-117.35773,"34.55965,-117.35773",7166,0
92807,Anaheim,CA,33.850515,-117.79113,"33.850515,-117.79113",6107,0
91016,Monrovia,CA,34.140806,-118.00184,"34.140806,-118.00184",6384,0
02150,Chelsea,MA,42.396382,-71.03352,"42.396382,-71.03352",5690,0
34233,Sarasota,FL,27.285142,-82.47363,"27.285142,-82.47363",5660,0
39180,Vicksburg,MS,32.292761,-90.87184,"32.292761,-90.87184",4163,0
79912,El Paso,TX,31.848055,-106.54487,"31.848055,-106.54487",7642,1
92865,Orange,CA,33.8318,-117.84739,"33.8318,-117.84739",4945,0
00983,Carolina,PR,18.414408,-65.97582,"18.414408,-65.97582",5130,1
08638,Trenton,NJ,40.249908,-74.75953,"40.249908,-74.75953",4201,0
46706,Auburn,IN,41.352638,-85.04792,"41.352638,-85.04792",7372,0
18519,Dickson City,PA,41.46213,-75.62478,"41.46213,-75.62478",5805,0
28602,Hickory,NC,35.70701,-81.3534,"35.70701,-81.3534",6937,0
18336,Matamoras,PA,41.368893,-74.70553,"41.368893,-74.70553",5862,0
15904,Johnstown,PA,40.289442,-78.86612,"40.289442,-78.86612",4550,1
95367,Riverbank,CA,37.731272,-120.94365,"37.731272,-120.94365",7751,0
37174,Spring Hill,TN,35.73062,-86.91144,"35.73062,-86.91144",5672,0
49418,Grandville,MI,42.891709,-85.76466,"42.891709,-85.76466",7085,0
63366,O Fallon,MO,38.786335,-90.72121,"38.786335,-90.72121",6040,1
44109,Cleveland,OH,41.448951,-81.70342,"41.448951,-81.70342",4903,0
77304,Conroe,TX,30.33146,-95.50703,"30.33146,-95.50703",5744,0
78602,Bastrop,TX,30.120443,-97.30991,"30.120443,-97.30991",7064,0
60803,Alsip,IL,41.675861,-87.73189,"41.675861,-87.73189",6582,0
89149,Las Vegas,NV,36.266266,-115.28656,"36.266266,-115.28656",4504,0
95776,Woodland,CA,38.681254,-121.74189,"38.681254,-121.74189",7919,0
04106,South Portland,ME,43.631549,-70.27272,"43.631549,-70.27272",6009,0
78223,San Antonio,TX,29.352352,-98.43215000000001,"29.352352,-98.43215",5800,0
78717,Austin,TX,30.494623,-97.75687,"30.494623,-97.75687",7811,0
33020,Hollywood,FL,26.016984,-80.14925,"26.016984,-80.14925",7846,0
94551,Livermore,CA,37.680181,-121.921498,"37.680181,-121.921498",7281,0
90255,Huntington Park,CA,33.978404,-118.21773,"33.978404,-118.21773",5479,0
98370,Poulsbo,WA,47.743302,-122.63041,"47.743302,-122.63041",6516,0
36117,Montgomery,AL,32.373714,-86.16443,"32.373714,-86.16443",5497,0
92704,Santa Ana,CA,33.724167,-117.90623,"33.724167,-117.90623",5596,0
85224,Chandler,AZ,33.328951,-111.8735,"33.328951,-111.8735",4400,0
29605,Greenville,SC,34.798035,-82.39289,"34.798035,-82.39289",7128,0
85635,Sierra Vista,AZ,31.562546,-110.24288,"31.562546,-110.24288",6930,0
77084,Houston,TX,29.839155,-95.66391,"29.839155,-95.66391",7821,0
72117,North Little Rock,AR,34.777238,-92.17913,"34.777238,-92.17913",6711,0
44281,Wadsworth,OH,41.037664,-81.73368,"41.037664,-81.73368",4280,0
16066,Cranberry Twp,PA,40.700423,-80.11374,"40.700423,-80.11374",5028,0
33611,Tampa,FL,27.891151,-82.50581,"27.891151,-82.50581",6660,0
62226,Belleville,IL,38.53895,-90.00104,"38.53895,-90.00104",5004,1
78028,Kerrville,TX,30.042529,-99.15152,"30.042529,-99.15152",6353,0
97408,Eugene,OR,44.122004,-123.06447,"44.122004,-123.06447",6391,0
89705,Carson City,NV,39.091507,-119.79896,"39.091507,-119.79896",5566,0
47129,Clarksville,IN,38.303945,-85.76787,"38.303945,-85.76787",7638,1
49093,Three Rivers,MI,41.958306,-85.63829,"41.958306,-85.63829",4153,0
12451,Leeds,NY,42.281117,-73.94006,"42.281117,-73.94006",7860,0
97140,Sherwood,OR,45.352086,-122.85376,"45.352086,-122.85376",7425,0
77070,Houston,TX,29.978801,-95.57655,"29.978801,-95.57655",6405,0
39042,Brandon,MS,32.237742,-89.93514,"32.237742,-89.93514",6745,1
40504,Lexington,KY,38.039322,-84.54259,"38.039322,-84.54259",4407,0
26330,Bridgeport,WV,39.296499,-80.24199,"39.296499,-80.24199",7483,1
01970,Salem,MA,42.516845,-70.8985,"42.516845,-70.8985",5053,1
91786,Upland,CA,34.101659,-117.65776,"34.101659,-117.65776",6977,0
45211,Cincinnati,OH,39.154159,-84.60527,"39.154159,-84.60527",5395,0
69361,Scottsbluff,NE,41.885553,-103.65241,"41.885553,-103.65241",7893,0
95648,Lincoln,CA,38.902873,-121.29795,"38.902873,-121.29795",6679,0
02324,Bridgewater,MA,41.979501,-70.97215,"41.979501,-70.97215",6995,0
98188,Seattle,WA,47.450321,-122.27472,"47.450321,-122.27472",4854,0
30274,Riverdale,GA,33.555145,-84.40108,"33.555145,-84.40108",6550,0
49441,Muskegon,MI,43.199364,-86.2668,"43.199364,-86.2668",4007,0
30052,Loganville,GA,33.823809,-83.89423,"33.823809,-83.89423",6665,0
11713,Bellport,NY,40.771447,-72.94663,"40.771447,-72.94663",7057,0
32159,Lady Lake,FL,28.930573,-81.93806000000001,"28.930573,-81.93806",6185,0
41042,Florence,KY,38.983853,-84.64401,"38.983853,-84.64401",6742,1
80124,Littleton,CO,39.543478,-104.89644,"39.543478,-104.89644",7968,0
95127,San Jose,CA,37.369473,-121.82077,"37.369473,-121.82077",4851,0
20707,Laurel,MD,39.098475,-76.86571,"39.098475,-76.86571",5400,0
93551,Palmdale,CA,34.606146,-118.18495,"34.606146,-118.18495",4932,0
85552,Thatcher,AZ,32.816055,-109.76487,"32.816055,-109.76487",7793,0
79938,El Paso,TX,31.852355,-106.09325,"31.852355,-106.09325",7220,0
44035,Elyria,OH,41.369846,-82.10874,"41.369846,-82.10874",7957,0
02125,Boston,MA,42.316852,-71.05811,"42.316852,-71.05811",7056,1
63127,Saint Louis,MO,38.53987,-90.40024,"38.53987,-90.40024",7331,0
93309,Bakersfield,CA,35.340759,-119.06497,"35.340759,-119.06497",4126,0
30253,Mcdonough,GA,33.455031,-84.17215,"33.455031,-84.17215",5834,0
23452,Virginia Beach,VA,36.839209,-76.09333,"36.839209,-76.09333",4577,0
81620,Avon,CO,39.63298,-106.51534,"39.63298,-106.51534",5556,0
62959,Marion,IL,37.724504,-88.92968,"37.724504,-88.92968",4804,0
30542,Flowery Branch,GA,34.188281,-83.91813,"34.188281,-83.91813",5348,0
84003,American Fork,UT,40.394235,-111.79449,"40.394235,-111.79449",7024,0
49601,Cadillac,MI,44.243788,-85.46006,"44.243788,-85.46006",4112,0
12590,Wappingers Falls,NY,41.59466,-73.89579,"41.59466,-73.89579",5967,0
77354,Magnolia,TX,30.194267,-95.63918,"30.194267,-95.63918",4650,0
93534,Lancaster,CA,34.698696,-118.15015,"34.698696,-118.15015",4237,0
35630,Florence,AL,34.817537,-87.66253,"34.817537,-87.66253",5384,0
43110,Canal Winchester,OH,39.854413,-82.80872,"39.854413,-82.80872",4990,0
22407,Fredericksburg,VA,38.271028,-77.5559,"38.271028,-77.5559",5883,0
66604,Topeka,KS,39.04045,-95.71698,"39.04045,-95.71698",5579,0
48187,Canton,MI,42.33087,-83.47575,"42.33087,-83.47575",4063,0
33813,Lakeland,FL,27.965469,-81.92215,"27.965469,-81.92215",7999,0
38104,Memphis,TN,35.133825,-90.00463,"35.133825,-90.00463",7988,0
64506,Saint Joseph,MO,39.787394,-94.80941,"39.787394,-94.80941",6502,1
29678,Seneca,SC,34.660345,-82.94557,"34.660345,-82.94557",5289,0
99503,Anchorage,AK,61.19026,-149.89341,"61.19026,-149.89341",7516,0
83642,Meridian,ID,43.609434,-116.39642,"43.609434,-116.39642",4603,0
03865,Plaistow,NH,42.837189,-71.09445,"42.837189,-71.09445",6671,0
89436,Sparks,NV,39.624698,-119.70585,"39.624698,-119.70585",5443,0
60123,Elgin,IL,42.034776,-88.32393,"42.034776,-88.32393",6387,0
08045,Lawnside,NJ,39.866513,-75.03197,"39.866513,-75.03197",5868,0
24540,Danville,VA,36.622638,-79.39998,"36.622638,-79.39998",5298,1
37064,Franklin,TN,35.893823,-86.89919,"35.893823,-86.89919",7441,0
14224,Buffalo,NY,42.836858,-78.75557,"42.836858,-78.75557",7914,0
46545,Mishawaka,IN,41.681487,-86.16811,"41.681487,-86.16811",6274,0
34293,Venice,FL,27.055013,-82.3973,"27.055013,-82.3973",5249,0
26105,Vienna,WV,39.323907,-81.54206,"39.323907,-81.54206",5963,0
98841,Omak,WA,48.403174,-119.39066,"48.403174,-119.39066",5667,0
98005,Bellevue,WA,47.611021,-122.16858,"47.611021,-122.16858",6956,0
37221,Nashville,TN,36.065032,-86.94674,"36.065032,-86.94674",7300,0
30265,Newnan,GA,33.400875,-84.71206,"33.400875,-84.71206",7898,0
80229,Denver,CO,39.859585,-104.95943,"39.859585,-104.95943",7969,0
68134,Omaha,NE,41.296748,-96.05181,"41.296748,-96.05181",6417,0
07047,North Bergen,NJ,40.7946,-74.01963,"40.7946,-74.01963",7200,0
63501,Kirksville,MO,40.183335,-92.58341,"40.183335,-92.58341",4807,0
14760,Olean,NY,42.076574,-78.42744,"42.076574,-78.42744",5048,0
91752,Mira Loma,CA,34.001846,-117.52759,"34.001846,-117.52759",4698,0
91910,Chula Vista,CA,32.638654,-117.06686,"32.638654,-117.06686",4292,0
75093,Plano,TX,33.03505,-96.80492,"33.03505,-96.80492",6403,0
03053,Londonderry,NH,42.880481,-71.38205,"42.880481,-71.38205",4837,0
77904,Victoria,TX,28.873664,-97.00715,"28.873664,-97.00715",6182,0
75150,Mesquite,TX,32.818392,-96.63355,"32.818392,-96.63355",4003,0
49544,Grand Rapids,MI,42.999561,-85.75371,"42.999561,-85.75371",5250,0
07202,Elizabeth,NJ,40.652302,-74.21692,"40.652302,-74.21692",6937,0
48430,Fenton,MI,42.78459,-83.74074,"42.78459,-83.74074",4680,0
93277,Visalia,CA,36.311,-119.32637,"36.311,-119.32637",6492,0
39056,Clinton,MS,32.347295,-90.33224,"32.347295,-90.33224",5441,0
78520,Brownsville,TX,25.928274,-97.51618,"25.928274,-97.51618",7356,0
08540,Princeton,NJ,40.357439,-74.64922,"40.357439,-74.64922",6884,0
70460,Slidell,LA,30.298048,-89.81176,"30.298048,-89.81176",4026,0
85296,Gilbert,AZ,33.319722,-111.76078,"33.319722,-111.76078",4736,0
91710,Chino,CA,34.015963,-117.68737,"34.015963,-117.68737",6296,0
31206,Macon,GA,32.79904,-83.67216,"32.79904,-83.67216",4365,0
32548,Fort Walton Beach,FL,30.414932,-86.61992,"30.414932,-86.61992",5971,0
11520,Freeport,NY,40.653935,-73.587,"40.653935,-73.587",7273,0
91784,Upland,CA,34.138575,-117.66356,"34.138575,-117.66356",5461,0
80027,Louisville,CO,39.963322,-105.15053,"39.963322,-105.15053",4197,0
44070,North Olmsted,OH,41.415097,-81.91436,"41.415097,-81.91436",4929,0
12110,Latham,NY,42.74964,-73.76802,"42.74964,-73.76802",5671,0
35603,Decatur,AL,34.539072,-86.95732,"34.539072,-86.95732",6685,0
30117,Carrollton,GA,33.588486,-85.1062,"33.588486,-85.1062",4606,0
11784,Selden,NY,40.869274,-73.04254,"40.869274,-73.04254",6120,0
01867,Reading,MA,42.52585,-71.10993,"42.52585,-71.10993",4246,0
32114,Daytona Beach,FL,29.204009,-81.03602,"29.204009,-81.03602",6900,0
54494,Wisconsin Rapids,WI,44.373468,-89.78761,"44.373468,-89.78761",5159,0
15237,Pittsburgh,PA,40.552768,-80.03227,"40.552768,-80.03227",5731,0
48126,Dearborn,MI,42.333787,-83.18179,"42.333787,-83.18179",6261,0
97229,Portland,OR,45.540967,-122.81728,"45.540967,-122.81728",7547,0
18964,Souderton,PA,40.305176,-75.325,"40.305176,-75.325",7692,0
77630,Orange,TX,30.089757,-93.77408,"30.089757,-93.77408",7395,0
78232,San Antonio,TX,29.584698,-98.46987,"29.584698,-98.46987",6150,0
79707,Midland,TX,32.021056,-102.16008,"32.021056,-102.16008",7924,0
07069,Watchung,NJ,40.641207,-74.443695,"40.641207,-74.443695",6375,0
89014,Henderson,NV,36.045811,-115.0778,"36.045811,-115.0778",4595,0
37772,Lenoir City,TN,35.800329,-84.23281,"35.800329,-84.23281",5247,0
72023,Cabot,AR,34.967043,-92.03537,"34.967043,-92.03537",6304,0
80246,Denver,CO,39.705318,-104.93113,"39.705318,-104.93113",7717,0
92243,El Centro,CA,32.783359,-115.57746,"32.783359,-115.57746",7419,0
02132,West Roxbury,MA,42.279432,-71.1598,"42.279432,-71.1598",5131,0
97470,Roseburg,OR,43.227287,-123.35138,"43.227287,-123.35138",6974,0
33458,Jupiter,FL,26.928035,-80.11803,"26.928035,-80.11803",5993,0
21804,Salisbury,MD,38.359332,-75.56931,"38.359332,-75.56931",6003,0
45449,Dayton,OH,39.664226,-84.24201,"39.664226,-84.24201",7591,0
64154,Kansas City,MO,39.261679,-94.63353,"39.261679,-94.63353",7221,0
93635,Los Banos,CA,37.048385,-120.86983,"37.048385,-120.86983",6021,0
60453,Oak Lawn,IL,41.715082,-87.7546,"41.715082,-87.7546",7548,0
28803,Asheville,NC,35.54179,-82.52307,"35.54179,-82.52307",5416,0
92646,Huntington Beach,CA,33.666269,-117.9693,"33.666269,-117.9693",5707,0
46383,Valparaiso,IN,41.47339,-87.03165,"41.47339,-87.03165",5582,0
42001,Paducah,KY,37.066543,-88.65687,"37.066543,-88.65687",4000,1
21030,Cockeysville,MD,39.477506,-76.64114000000001,"39.477506,-76.64114",7432,1
96782,Pearl City,HI,21.408333,-157.9669,"21.408333,-157.9669",4691,0
03106,Hooksett,NH,43.058785,-71.44412,"43.058785,-71.44412",5574,0
37167,Smyrna,TN,35.968513,-86.52231,"35.968513,-86.52231",5113,0
20740,College Park,MD,38.99756,-76.92577,"38.99756,-76.92577",7146,0
80906,Colorado Springs,CO,38.791242,-104.82492,"38.791242,-104.82492",6547,0
96740,Kailua Kona,HI,19.675386,-155.97588,"19.675386,-155.97588",6786,0
55420,Minneapolis,MN,44.837964,-93.27657,"44.837964,-93.27657",6683,0
91748,Rowland Heights,CA,33.985012,-117.89705000000001,"33.985012,-117.89705",4343,0
11550,Hempstead,NY,40.702271,-73.61741,"40.702271,-73.61741",7168,0
28403,Wilmington,NC,34.221512,-77.88452,"34.221512,-77.88452",6899,0
32707,Casselberry,FL,28.665125,-81.31772,"28.665125,-81.31772",4282,0
59808,Missoula,MT,46.92275,-114.07639,"46.92275,-114.07639",6766,1
14221,Buffalo,NY,42.977456,-78.73356,"42.977456,-78.73356",6080,0
06002,Bloomfield,CT,41.832798,-72.72642,"41.832798,-72.72642",7187,0
21042,Ellicott City,MD,39.276305,-76.86082,"39.276305,-76.86082",6502,0
27278,Hillsborough,NC,36.079726,-79.09459,"36.079726,-79.09459",5889,0
01876,Tewksbury,MA,42.601684,-71.22071,"42.601684,-71.22071",4428,0
70125,New Orleans,LA,29.951705,-90.10411,"29.951705,-90.10411",4827,0
46254,Indianapolis,IN,39.844024,-86.26464,"39.844024,-86.26464",5849,0
55025,Forest Lake,MN,45.272117,-92.9911,"45.272117,-92.9911",6738,0
80207,Denver,CO,39.759386,-104.91945,"39.759386,-104.91945",6221,0
06385,Waterford,CT,41.347948,-72.14762,"41.347948,-72.14762",5769,0
32407,Panama City Beach,FL,30.196771,-85.81279,"30.196771,-85.81279",7204,0
33604,Tampa,FL,28.016846,-82.4566,"28.016846,-82.4566",7513,0
95678,Roseville,CA,38.752434,-121.28933,"38.752434,-121.28933",4093,0
96817,Honolulu,HI,21.3307,-157.85913,"21.3307,-157.85913",7419,0
11706,Bay Shore,NY,40.729098,-73.25607,"40.729098,-73.25607",5425,0
70360,Houma,LA,29.593377,-90.7475,"29.593377,-90.7475",6467,0
01453,Leominster,MA,42.526523,-71.75358,"42.526523,-71.75358",7778,0
